state,dist,year,dem,redist1,redist2,vote_P0,cand_dwnom0,prim_total0,vote_P1,cand_dwnom1,fully_open_general,this_primary_open,this_primary_open_other_inc,this_primary_inc_other_open,both_primaries_inc,tot_amountQ,tot_amountY,absdist,rv,treat,rv_treat,dv,margin,rv2,rv3,rv4,prim_total_winner,prim_pac_share,prim_share,winner_score,inc_winner,party_share,group_share,pnv,lag_pnv,dv_win,lag_dv_party,vote_G_comb,lag_dv_vote,lag_dv_pac,dv2,dv_win2,dv3,dv_win3,dv4,dv_win4,dv5,dv_win5,dv_lag,dv_win_lag,safe_for_party,competitive,dwnom1,dw1,dw2,dw3,dw4,dw_lag,cov2dc,qual_D,qual_R,qual,winner_hall_snyder_score,wnom1,lag_wnom1,abs_lag_wnom,abs_dw_lag,winner_female,winner_share
FL,15,1992,0,103,104,0.5401055812835693,0.41726255416870117,22533,0.45989441871643066,0.10382798314094543,0,1,1,0,0,31350.30078125,58918.40625,0.31343457102775574,0.040105581283569336,1,0.040105581283569336,0.4931952655315399,0.040105581283569336,0.001608457649126649,6.450813089031726e-5,2.5871361231111223e-6,22533,0.5783310532569885,0.5780211687088013,0.41726255416870117,0,0.6280635595321655,0.3341906666755676,0.4160517752170563,NA,0,NA,0.4931952655315399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.23399999737739563,NA,NA,NA,NA,NA,0.700526237487793,0,0,0,0.41726255416870117,-0.2851715683937073,NA,NA,NA,0,0.5780211687088013
FL,16,2008,0,108,1000,0.3673436641693115,0.18946270644664764,43500,0.34934762120246887,0.1289599984884262,0,1,1,0,0,25295.833984375,189848.0625,0.060502707958221436,0.012554943561553955,1,0.012554943561553955,0.6009328365325928,0.012554943561553955,1.5762660768814385e-4,1.9789931684499606e-6,2.484614824993514e-8,43500,0.6283186078071594,0.6541353464126587,0.18946270644664764,0,0.8640173673629761,0.11512385308742523,0.46737372875213623,0.46737372875213623,1,NA,0.6009328365325928,NA,NA,0.6689075231552124,1,NA,NA,NA,NA,NA,NA,0.49028152227401733,0,0,1,0.6690000295639038,0.6690000295639038,NA,NA,NA,-0.16599999368190765,NA,0,0,0,0.18946270644664764,0.39572635293006897,-0.14716830849647522,0.14716830849647522,0.16599999368190765,0,0.6541353464126587
FL,17,2010,1,108,1000,0.3447180986404419,-0.1659318208694458,21500,0.16148993372917175,0.01312068197876215,1,1,0,0,0,35963.23828125,0,0.17905250191688538,0.18098104000091553,1,0.18098104000091553,1,0.18098104000091553,0.032754138112068176,0.005927877966314554,0.0010728334309533238,21500,0.6564885377883911,0.6370370388031006,-0.1659318208694458,0,0,0.9421519041061401,0.8543939590454102,0.8543939590454102,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,-0.42899999022483826,NA,NA,NA,NA,-0.3449999988079071,NA,1,0,1,-0.1659318208694458,-0.8501421213150024,-0.5925354361534119,0.5925354361534119,0.3449999988079071,1,0.6370370388031006
FL,19,1996,1,104,108,0.3492601215839386,-0.2285759598016739,20275,0.6507399082183838,-0.12229687720537186,1,1,0,0,0,99586.90625,0,0.10627908259630203,-0.1507398784160614,0,0,0.6557790040969849,0.1507398784160614,0.022722510620951653,-0.003425188595429063,5.163124878890812e-4,77700,0.18916046619415283,0.20694054663181305,-0.12229687720537186,0,0,0.9251019358634949,0.7151605486869812,0.7151605486869812,1,NA,0.6557790040969849,NA,NA,1,1,0.7162084579467773,1,NA,NA,NA,NA,0.6637181043624878,1,1,0,-0.35499998927116394,-0.36500000953674316,-0.375,NA,NA,-0.375,0.20971186459064484,1,0,1,-0.12229687720537186,-0.7111189961433411,-0.8207409977912903,0.8207409977912903,0.375,0,0.7930594682693481
FL,20,1992,1,103,104,0.37444522976875305,-0.17102335393428802,52349,0.6255548000335693,-0.08125847578048706,1,1,0,0,0,103462.6015625,8005.95703125,0.08976487815380096,-0.12555477023124695,0,0,0.5884711146354675,0.12555477023124695,0.01576399989426136,-0.001979245338588953,2.485036966390908e-4,23016,0.6768096685409546,0.6946062445640564,-0.08125847578048706,0,0.07093334197998047,0.916685938835144,0.5826855897903442,NA,1,NA,0.5884711146354675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.2809999883174896,NA,NA,NA,NA,NA,NA,1,0,1,-0.08125847578048706,-0.3428802490234375,NA,NA,NA,0,0.3053937554359436
FL,23,1992,1,103,104,0.42498695850372314,-0.2265770137310028,40799,0.5750130414962769,-0.1579647809267044,1,1,0,0,0,41917.15625,0,0.0686122328042984,-0.07501304149627686,0,0,0.6527993083000183,0.07501304149627686,0.005626956466585398,-4.2209512321278453e-4,3.166263923048973e-5,9516,0.7947589755058289,0.8108714818954468,-0.1579647809267044,0,0,0.9677391648292542,0.7290184497833252,NA,1,NA,0.6527993083000183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.6209999918937683,NA,NA,NA,NA,NA,NA,0,0,0,-0.1579647809267044,-0.8600904941558838,NA,NA,NA,NA,0.18912848830223083
FL,24,2010,0,108,1000,0.2767484188079834,0.28780806064605713,39000,0.30121102929115295,0.17845596373081207,0,1,1,0,0,80186.6328125,50947.921875,0.10935209691524506,-0.02116289734840393,0,0,0.5966494679450989,0.02116289734840393,4.4786822400055826e-4,-9.478188985667657e-6,2.005859442988367e-7,45250,0.4952380955219269,0.462907999753952,0.17845596373081207,0,0.3192847967147827,0.5025204420089722,0.4699999988079071,0.4699999988079071,1,NA,0.5966494679450989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4181860089302063,0,0,1,0.777999997138977,NA,NA,NA,NA,-0.14300000667572021,NA,1,1,1,0.17845596373081207,0.7653500437736511,-0.27706179022789,0.27706179022789,0.14300000667572021,1,0.5370919704437256
FL,25,2010,1,108,1000,0.24072155356407166,-0.31694889068603516,39663,0.759278416633606,-0.2620067596435547,1,1,0,0,0,98044.1796875,12230.498046875,0.05494213104248047,-0.25927844643592834,0,0,0.44955402612686157,0.25927844643592834,0.06722531467676163,-0.017430074512958527,0.0045192427933216095,44317,0.46496814489364624,0.4722910225391388,-0.2620067596435547,0,0.10137870907783508,0.8126891255378723,0.4674747586250305,0.4674747586250305,0,NA,0.44955402612686157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46945616602897644,0,0,1,0.367000013589859,NA,NA,NA,NA,0.43700000643730164,NA,0,1,0,-0.2620067596435547,0.3849446475505829,0.24821649491786957,0.24821649491786957,0.43700000643730164,0,0.5277090072631836
GA,1,1982,1,98,103,0.3874537944793701,0.019253842532634735,7267,0.6125462055206299,0.03681813180446625,1,1,0,0,0,37991.03515625,7393.6923828125,0.017564289271831512,-0.11254620552062988,0,0,0.6407189965248108,0.11254620552062988,0.012666648253798485,-0.0014255832647904754,1.604439748916775e-4,7250,0.4971214532852173,0.5005854964256287,0.03681813180446625,0,0.15836040675640106,0.8137038946151733,0.4031369090080261,NA,1,NA,0.6407189965248108,NA,NA,0.8158429265022278,1,1,1,0.6700382232666016,1,0.7122259140014648,1,NA,NA,0,1,-0.14100000262260437,-0.14100000262260437,-0.14100000262260437,-0.14100000262260437,-0.14100000262260437,NA,0.8236408233642578,0,1,0,0.03681813180446625,-0.0828452780842781,NA,NA,NA,0,0.49941447377204895
GA,2,1980,1,93,98,0.5253738760948181,0.039447639137506485,27625,0.4746260941028595,0.3197389245033264,1,1,0,0,0,67421.53125,4758.4951171875,0.28029128909111023,0.025373876094818115,1,0.025373876094818115,0.7359277606010437,0.025373876094818115,6.43833598587662e-4,1.6336553017026745e-5,4.1452167920397187e-7,27625,0.8345921635627747,0.8345921635627747,0.039447639137506485,0,0.06513809412717819,0.9229199290275574,0.49027639627456665,0.49027639627456665,1,NA,0.7359277606010437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.15600000321865082,NA,NA,NA,NA,0.007000000216066837,NA,1,0,1,0.039447639137506485,-0.15311230719089508,NA,NA,0.007000000216066837,0,0.8345921635627747
GA,2,1982,1,98,103,0.523382306098938,0.039447639137506485,56775,0.476617693901062,0.17570063471794128,0,0,0,1,0,44784.7265625,0,0.1362529993057251,0.02338230609893799,1,0.02338230609893799,1,0.02338230609893799,5.467322189360857e-4,1.2783860256604385e-5,2.9891614872212813e-7,56775,0.7292948365211487,0.6974987387657166,0.039447639137506485,1,0,0.9618080854415894,0.41236454248428345,NA,1,NA,1,NA,NA,1,1,1,1,0.6168853044509888,1,0.7302396893501282,1,NA,NA,0,1,-0.17499999701976776,-0.1940000057220459,-0.21299999952316284,-0.23100000619888306,-0.25,NA,0.762200117111206,1,0,1,0.039447639137506485,-0.11686868220567703,NA,NA,NA,0,0.6974987387657166
GA,2,1988,1,98,103,0.6676307916641235,0.039447639137506485,95795,0.33236920833587646,0.3197389245033264,0,0,0,1,0,82391.8203125,10116.8203125,0.28029128909111023,0.16763079166412354,1,0.16763079166412354,0.6168853044509888,0.16763079166412354,0.028100082650780678,0.0047104391269385815,7.896146271377802e-4,95795,0.9418205618858337,0.8178938627243042,0.039447639137506485,1,0.10136377066373825,0.8255108594894409,0.41236454248428345,0.41236454248428345,1,0,0.6168853044509888,1,0.9618080854415894,0.7302396893501282,1,NA,NA,NA,NA,NA,NA,1,1,0,1,-0.23100000619888306,-0.25,NA,NA,NA,-0.21299999952316284,0.8256439566612244,1,0,1,0.039447639137506485,0.422577440738678,-0.08465903252363205,0.08465903252363205,0.21299999952316284,0,0.8178938627243042
GA,2,1992,1,103,104,0.5307192802429199,-0.04890645295381546,22900,0.4692807197570801,0.039447639137506485,0,0,0,1,0,82303.734375,4316.91943359375,0.08835409581661224,0.030719280242919922,1,0.030719280242919922,0.6369711756706238,0.030719280242919922,9.436741820536554e-4,2.8988992198719643e-5,8.905209369913791e-7,22900,0.13113069534301758,0.13602128624916077,-0.04890645295381546,0,0.04766950383782387,0.9088374972343445,0.6696680784225464,NA,1,NA,0.6369711756706238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.29899999499320984,NA,NA,NA,NA,NA,0.43318384885787964,1,0,1,-0.04890645295381546,-0.39711323380470276,NA,NA,NA,0,0.13602128624916077
GA,2,1998,0,104,108,0.5265980362892151,0.40378257632255554,15500,0.4734019637107849,0.28532612323760986,0,1,1,0,0,31216.451171875,54204.41796875,0.11845645308494568,0.026598036289215088,1,0.026598036289215088,0.42857038974761963,0.026598036289215088,7.074555614963174e-4,1.8816928786691278e-5,5.004933427699143e-7,15500,0.37735849618911743,0.5688073635101318,0.40378257632255554,0,0.6228635311126709,0.35870856046676636,0.5252786874771118,0.5252786874771118,0,NA,0.42857038974761963,NA,NA,0.46516919136047363,0,NA,NA,NA,NA,NA,NA,0.4603334069252014,0,0,1,-0.27000001072883606,-0.25999999046325684,NA,NA,NA,-0.2800000011920929,0.4217193126678467,1,0,0,0.40378257632255554,-0.11586280912160873,-0.4915147125720978,0.4915147125720978,0.2800000011920929,0,0.5688073635101318
GA,3,1992,1,103,104,0.3238106667995453,-0.2842860221862793,97301,0.5140004754066467,0.1127694770693779,0,0,0,1,0,115189.2734375,30386.119140625,0.3970555067062378,-0.11350396275520325,0,0,0.45240381360054016,0.11350396275520325,0.012883150018751621,-0.0014622885501012206,1.6597553621977568e-4,200364,0.3456188440322876,0.32688090205192566,0.1127694770693779,1,0.1913876086473465,0.7255220413208008,0.43264880776405334,NA,0,NA,0.45240381360054016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5019999742507935,NA,NA,NA,NA,NA,0.31548890471458435,1,1,1,0.1127694770693779,0.6836272478103638,NA,NA,NA,0,0.6731191277503967
GA,3,2002,1,108,1000,0.5358163714408875,-0.12486643344163895,98910,0.3330380618572235,0.10626564919948578,1,1,0,0,0,104958.1328125,0,0.23113209009170532,0.11669296026229858,1,0.11669296026229858,0.5051186084747314,0.11669296026229858,0.013617247343063354,0.0015890368958935142,1.8542940961197019e-4,98910,0.7131280303001404,0.7939795255661011,-0.12486643344163895,0,0,0.9727502465248108,0.3232323229312897,NA,1,NA,0.5051186084747314,NA,NA,0.6288323402404785,1,0.32350271940231323,0,0.34305280447006226,0,0.3052065074443817,0,NA,NA,0,0,-0.11500000208616257,-0.11500000208616257,0.7870000004768372,0.7870000004768372,0.7870000004768372,NA,0.6962401270866394,1,1,1,-0.12486643344163895,-0.1384994089603424,NA,NA,NA,0,0.7939795255661011
GA,4,1992,0,103,104,0.6199221014976501,0.16990751028060913,48977,0.38007789850234985,0.056604672223329544,1,1,0,0,0,98539.2265625,24220.955078125,0.11330284178256989,0.11992210149765015,1,0.11992210149765015,0.5053452849388123,0.11992210149765015,0.01438130997121334,0.0017246369970962405,2.0682209287770092e-4,48977,0.8406268954277039,0.84186190366745,0.16990751028060913,0,0.17811879515647888,0.7246488928794861,0.4669700860977173,NA,1,NA,0.5053452849388123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5519999861717224,NA,NA,NA,NA,NA,0.3458806574344635,1,1,1,0.16990751028060913,0.7191483974456787,NA,NA,NA,0,0.84186190366745
GA,4,1996,1,104,108,0.6747623085975647,-0.2575836479663849,175118,0.24010667204856873,-0.05195250362157822,0,0,0,1,0,114197.1484375,44174.765625,0.20563113689422607,0.2375507950782776,1,0.2375507950782776,0.5776135325431824,0.2375507950782776,0.056430380791425705,0.013405081816017628,0.0031843879260122776,175118,0.964716374874115,0.9555296301841736,-0.2575836479663849,1,0.2635319232940674,0.6812620759010315,0.6843239068984985,0.6843239068984985,1,NA,0.5776135325431824,NA,NA,0.6185086369514465,1,0.6072453856468201,1,NA,NA,NA,NA,0.42129307985305786,0,1,0,-0.5360000133514404,-0.5460000038146973,-0.5559999942779541,NA,NA,0.5899999737739563,0.3161960542201996,1,0,1,-0.2575836479663849,-0.7737282514572144,0.7483693361282349,0.7483693361282349,0.5899999737739563,1,0.9555296301841736
GA,4,2002,1,108,1000,0.41691169142723083,-0.2575836479663849,128302,0.5830882787704468,-0.06514441967010498,0,0,0,1,0,94810.171875,0,0.1924392282962799,-0.08308830857276917,0,0,0.7702924013137817,0.08308830857276917,0.006903667002916336,-5.736140301451087e-4,4.7660618292866275e-5,95256,0.5800241827964783,0.5739092230796814,-0.06514441967010498,0,0,0.9173989295959473,0.7535858750343323,NA,1,NA,0.7702924013137817,NA,NA,0.637571394443512,1,0.7535747289657593,1,1,1,0.7466551661491394,1,NA,NA,1,0,-0.3540000021457672,-0.5659999847412109,-0.43299999833106995,-0.43299999833106995,-0.43299999833106995,NA,0.1111634150147438,1,0,1,-0.06514441967010498,-0.46624207496643066,NA,NA,NA,1,0.4260907769203186
GA,4,2004,1,108,1000,0.5075060725212097,-0.2575836479663849,15500,0.206331267952919,0.07627514004707336,1,1,0,0,0,26991.037109375,0,0.33385878801345825,0.21095478534698486,1,0.21095478534698486,0.637571394443512,0.21095478534698486,0.04450192302465439,0.009387893602252007,0.0019804209005087614,15500,0.5535714030265808,0.5535714030265808,-0.2575836479663849,0,0,1,0.7535858750343323,0.7535858750343323,1,0,0.637571394443512,0.7702924013137817,0.9173989295959473,0.7535747289657593,1,1,1,0.7466551661491394,1,NA,NA,0.7702924013137817,1,1,0,-0.5659999847412109,-0.43299999833106995,-0.43299999833106995,-0.43299999833106995,NA,-0.3540000021457672,0.10393819957971573,1,0,1,-0.2575836479663849,-0.9386116862297058,-0.46624207496643066,0.46624207496643066,0.3540000021457672,1,0.5535714030265808
GA,4,2006,1,108,1000,0.411918044090271,-0.2575836479663849,54250,0.588081955909729,-0.09007628262042999,0,0,0,1,0,84442.1875,0,0.1675073653459549,-0.088081955909729,0,0,0.7535747289657593,0.088081955909729,0.007758431136608124,-6.833777879364789e-4,6.019325155648403e-5,17500,0.7667844295501709,0.7560975551605225,-0.09007628262042999,0,0,0.9045132398605347,0.7535858750343323,0.7535858750343323,1,0,0.7535747289657593,0.637571394443512,1,1,1,0.7466551661491394,1,NA,NA,NA,NA,0.637571394443512,1,1,0,-0.43299999833106995,-0.43299999833106995,-0.43299999833106995,NA,NA,-0.5659999847412109,NA,1,0,1,-0.09007628262042999,-0.7244336009025574,-0.9386116862297058,0.9386116862297058,0.5659999847412109,0,0.24390244483947754
GA,5,1986,1,98,103,0.4800633192062378,-0.1426234096288681,46632,0.5199366807937622,-0.11849677562713623,1,1,0,0,0,109054.6015625,0,0.024126634001731873,-0.019936680793762207,0,0,0.7531161308288574,0.019936680793762207,3.9747124537825584e-4,-7.924257261038292e-6,1.579833934783892e-7,57586,0.4452849328517914,0.44744670391082764,-0.11849677562713623,0,0,0.8835054636001587,0.6791607141494751,0.6791607141494751,1,NA,0.7531161308288574,NA,NA,0.781978964805603,1,0.7559173703193665,1,NA,NA,NA,NA,1,1,1,0,-0.6010000109672546,-0.6000000238418579,-0.5979999899864197,NA,NA,-0.2329999953508377,0.2330285906791687,0,0,0,-0.11849677562713623,-0.8903509378433228,-0.1496463268995285,0.1496463268995285,0.2329999953508377,0,0.5525532960891724
GA,6,1992,0,103,104,0.5069584250450134,0.15042385458946228,278359,0.4930415451526642,-0.2782765030860901,0,0,0,1,0,246930.78125,46568.51171875,0.42870035767555237,0.006958425045013428,1,0.006958425045013428,0.5774030089378357,0.006958425045013428,4.8419678932987154e-5,3.369246996953734e-7,2.3444652885729056e-9,278359,0.8577427268028259,0.87918853759765625,0.15042385458946228,1,0.14305460453033447,0.7585508227348328,0.3459642231464386,NA,1,NA,0.5774030089378357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.40299999713897705,NA,NA,NA,NA,NA,0.24540747702121735,0,0,0,0.15042385458946228,0.6502106189727783,NA,NA,NA,0,0.87918853759765625
GA,6,2004,0,108,1000,0.45952165126800537,0.1956382691860199,21500,0.5404783487319946,0.14797620475292206,1,1,0,0,0,65211.62109375,0,0.04766206443309784,-0.04047834873199463,0,0,1,0.04047834873199463,0.0016384967602789402,-6.632364238612354e-5,2.6846714717976283e-6,188236,0.08250869065523148,0.10250981897115707,0.14797620475292206,0,0,0.9226988554000854,0.3333333134651184,0.3333333134651184,1,0.14305460453033447,1,0.5774030089378357,0.7585508227348328,0.7238779067993164,1,0.6848265528678894,1,1,1,NA,NA,0.7987388372421265,1,1,0,0.8159999847412109,0.8159999847412109,0.8159999847412109,0.8159999847412109,NA,0.5339999794960022,0.176262766122818,0,1,1,0.14797620475292206,0.8689134120941162,0.717721700668335,0.717721700668335,0.5339999794960022,0,0.8974902033805847
GA,7,1994,0,104,108,0.5698542594909668,0.25771597027778625,19867,0.4301457703113556,0.1299278885126114,0,1,1,0,0,42511.01171875,4380.478515625,0.12778808176517487,0.0698542594909668,1,0.0698542594909668,0.5192614793777466,0.0698542594909668,0.004879617597907782,3.408620832487941e-4,2.381066769885365e-5,19867,0.6760001182556152,0.6333726644515991,0.25771597027778625,0,0.07055898755788803,0.6847503185272217,0.37453168630599976,NA,1,NA,0.5192614793777466,NA,NA,0.5780394077301025,1,0.5537401437759399,1,0.5525846481323242,1,NA,NA,NA,NA,1,0,0.7020000219345093,0.7020000219345093,0.7020000219345093,0.7020000219345093,NA,NA,0.5396080017089844,1,0,0,0.25771597027778625,0.877116322517395,NA,NA,NA,0,0.6333726644515991
GA,7,2002,0,108,1000,0.35544830560684204,0.25771597027778625,113314,0.644551694393158,0.16990751028060913,0,0,0,0,1,88610.09375,0,0.08780845999717712,-0.14455169439315796,0,0,0.7892131209373474,0.14455169439315796,0.02089519239962101,-0.0030204355716705322,4.3660905794240534e-4,169000,0.39443114399909973,0.40137577056884766,0.16990751028060913,1,0,0.9277379512786865,0.34696972370147705,NA,1,NA,0.7892131209373474,NA,NA,1,1,0.7091313004493713,1,0.6202842593193054,1,0.6707046031951904,1,NA,NA,1,0,0.7429999709129333,0.781000018119812,0.8190000057220459,0.8569999933242798,0.9559999704360962,NA,0.29925602674484253,0,1,1,0.16990751028060913,0.7120790481567383,NA,NA,NA,0,0.5986242294311523
GA,8,1982,1,98,103,0.4208298623561859,0.04553356021642685,121043,0.5791701674461365,0.056276846677064896,0,0,0,1,0,28340.90625,0,0.010743286460638046,-0.07917013764381409,0,0,1,0.07917013764381409,0.006267910823225975,-4.962313687428832e-4,3.928670412278734e-5,8113,0.9337892532348633,0.9371845126152039,0.056276846677064896,0,0,0.9409569501876831,0.46978288888931274,NA,1,NA,1,NA,NA,1,1,0.8639581799507141,1,1,1,0.6874682903289795,1,NA,NA,0,1,-0.15199999511241913,-0.14499999582767487,-0.1379999965429306,-0.13099999725818634,-0.125,NA,0.6400667428970337,1,0,1,0.056276846677064896,-0.07200679183006287,NA,NA,NA,0,0.06281550973653793
GA,8,2004,0,108,1000,0.4452093541622162,0.28532612323760986,45150,0.5547906160354614,0.18249836564064026,1,1,0,0,0,68186.7890625,0,0.1028277575969696,-0.054790645837783813,0,0,0.7555021047592163,0.054790645837783813,0.0030020149424672127,-1.644823350943625e-4,9.01209295989247e-6,125949,0.226761132478714,0.2638823091983795,0.18249836564064026,0,0,0.910847008228302,0.41217172145843506,0.41217172145843506,1,NA,0.7555021047592163,NA,NA,0.4945101737976074,0,0.42756301164627075,0,0.5269715785980225,1,NA,NA,0.7833086848258972,1,0,1,0.7870000004768372,-0.11500000208616257,-0.11500000208616257,0.7889999747276306,NA,0.6909999847412109,0.30173349380493164,0,1,1,0.18249836564064026,1,0.8540323972702026,0.8540323972702026,0.6909999847412109,0,0.7361176609992981
GA,9,1992,1,103,104,0.448641836643219,0.010640791617333889,5150,0.551358163356781,0.09688208997249603,1,1,0,0,0,62695.01171875,0,0.08624129742383957,-0.051358163356781006,0,0,0.591925323009491,0.051358163356781006,0.0026376608293503523,-1.3546542322728783e-4,6.957255209272262e-6,28650,0.1834862381219864,0.15236686170101166,0.09688208997249603,0,0,0.8937582969665527,0.4194137752056122,NA,1,NA,0.591925323009491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.03500000014901161,NA,NA,NA,NA,NA,0.5649317502975464,1,0,1,0.09688208997249603,0.04786200448870659,NA,NA,NA,0,0.8476331233978271
GA,9,2010,0,108,1000,0.5520941615104675,0.3322390615940094,53900,0.4479058086872101,0.11893909424543381,0,0,0,1,0,34914.3125,0,0.213299959897995,0.05209416151046753,1,0.05209416151046753,1,0.05209416151046753,0.002713801572099328,1.4137322432361543e-4,7.364719294855604e-6,53900,0.8066511750221252,0.8117470145225525,0.3322390615940094,1,0,0.9510204195976257,0.2362121343612671,0.2362121343612671,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7551053762435913,1,1,0,0.9810000061988831,NA,NA,NA,NA,0.9140000343322754,NA,0,1,1,0.3322390615940094,1,0.8069523572921753,0.8069523572921753,0.9140000343322754,0,0.8117470145225525
GA,10,1992,1,103,104,0.29821351170539856,-0.2176794409751892,138856,0.5279014110565186,-0.01584208942949772,0,0,0,1,0,81147.6484375,1303.273681640625,0.20183734595775604,-0.13901689648628235,0,0,0.5381343364715576,0.13901689648628235,0.019325697794556618,-0.0026865985710173845,3.7348258774727583e-4,39950,0.8152310848236084,0.7765734791755676,-0.01584208942949772,0,0.014441737905144691,0.8992071747779846,0.45207837224006653,NA,1,NA,0.5381343364715576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.16300000250339508,NA,NA,NA,NA,NA,0.43812882900238037,1,0,1,-0.01584208942949772,-0.1412486881017685,NA,NA,NA,0,0.22342650592327118
GA,10,1994,0,104,108,0.4914115369319916,0.46401286125183105,200,0.508588433265686,0.13016323745250702,0,1,1,0,0,63195.4765625,4544.5146484375,0.33384960889816284,-0.008588463068008423,0,0,0.6524431109428406,0.008588463068008423,7.376170105999336e-5,-6.33499610103172e-7,5.440788264365892e-9,27756,0.008712319657206535,0.007154099177569151,0.13016323745250702,0,0.054972369223833084,0.7644391655921936,0.441419392824173,NA,1,NA,0.6524431109428406,NA,NA,0.5234580039978027,1,0.5964840054512024,1,0.6322363615036011,1,NA,NA,NA,NA,0,1,0.5210000276565552,0.5600000023841858,0.6000000238418579,0.6399999856948853,NA,NA,0.4627799689769745,1,0,0,0.13016323745250702,0.8644667267799377,NA,NA,NA,0,0.992845892906189
GA,10,2008,0,108,1000,0.7098913788795471,0.30140990018844604,68146,0.29010865092277527,0.24389077723026276,0,0,0,1,0,26660.486328125,118.98208618164062,0.05751912295818329,0.20989137887954712,1,0.20989137887954712,0.6072736382484436,0.20989137887954712,0.04405439272522926,0.009246637113392353,0.0019407893996685743,68146,0.6777520179748535,0.6574879884719849,0.30140990018844604,1,0.0038724462501704693,0.8677045702934265,0.3669191896915436,0.3669191896915436,1,0.054972369223833084,0.6072736382484436,0.6524431109428406,0.7644391655921936,0.673581600189209,1,NA,NA,NA,NA,NA,NA,0.6736422181129456,1,1,0,0.9700000286102295,0.9700000286102295,NA,NA,NA,0.9700000286102295,NA,0,1,1,0.30140990018844604,0.6038386225700378,0.7787340879440308,0.7787340879440308,0.9700000286102295,0,0.6574879884719849
GA,11,2002,0,108,1000,0.36435794830322266,0.3418395221233368,5000,0.6356420516967773,0.17150895297527313,1,1,0,0,0,88759.7578125,58484.4375,0.17033056914806366,-0.13564205169677734,0,0,0.5164393186569214,0.13564205169677734,0.018398765474557877,-0.0024956464767456055,3.385145973879844e-4,515836,0.010120023041963577,0.009599951095879078,0.17150895297527313,0,0.3546693027019501,0.53826904296875,0.31166666746139526,NA,1,NA,0.5164393186569214,NA,NA,0.5739584565162659,1,0.710639476776123,1,0.6818597912788391,1,1,1,NA,NA,1,0,0.6449999809265137,0.6740000247955322,0.703000009059906,0.7329999804496765,0.7620000243186951,NA,0.3587886095046997,0,1,1,0.17150895297527313,0.6909550428390503,NA,NA,NA,0,0.9904000759124756
GA,11,2002,1,108,1000,0.5228908658027649,-0.15821953117847443,130321,0.4771091043949127,0.008820654824376106,1,1,0,0,0,105254.546875,7265.1474609375,0.16704018414020538,0.022890865802764893,1,0.022890865802764893,0.483560711145401,0.022890865802764893,5.239917081780732e-4,1.1994624401268084e-5,2.745673270965199e-7,130321,0.5621621608734131,0.7380657196044922,-0.15821953117847443,0,0.0614454410970211,0.8901969790458679,0.31166666746139526,NA,0,NA,0.483560711145401,NA,NA,0.42604154348373413,0,0.28936055302619934,0,0.3181402087211609,0,0,0,NA,NA,0,0,0.6449999809265137,0.6740000247955322,0.703000009059906,0.7329999804496765,0.7620000243186951,NA,0.3587886095046997,0,1,0,-0.15821953117847443,0.6909550428390503,NA,NA,NA,0,0.7380657196044922
GA,12,2002,0,108,1000,0.4953716993331909,0.35174307227134705,7500,0.5046283006668091,0.267382949590683,1,1,0,0,0,75815.4453125,72622.4140625,0.08436012268066406,-0.004628300666809082,0,0,0.5519115328788757,0.004628300666809082,2.1421166820800863e-5,-9.914360532548017e-8,4.588663893301259e-10,53826,0.06780886650085449,0.12229723483324051,0.267382949590683,0,0.43974220752716064,0.4590766131877899,0.5202020406723022,NA,1,NA,0.5519115328788757,NA,NA,0.48188549280166626,0,0.496967077255249,0,0.3399963974952698,0,0.4341450333595276,0,NA,NA,0,1,0.5059999823570251,-0.0860000029206276,-0.0860000029206276,-0.0860000029206276,-0.0860000029206276,NA,NA,0,0,0,0.267382949590683,0.5599936246871948,NA,NA,NA,0,0.8777027726173401
